insolation_flux,transit_depth,stellar_rad,planet_radius,orbital_period,stellar_logg,mission,disposition,equilibrium_temp,stellar_teff,transit_duration
168.677,5280.0,0.97,7.13313,6.5832019,4.48,TESS,FP,1003.0,5809.0,3.135
105.077,15090.0,1.0,12.8042,5.9594909,4.47,TESS,PC,891.0,5950.0,2.201
10.4754,10940.0,0.74,8.15246,6.70145,4.51,TESS,PC,501.0,4130.0,1.579
1111.89,12000.0,1.79,19.6858,3.0327366,4.13,TESS,PC,1608.0,7124.0,2.548
205.818,10110.0,,,11.2645152,,TESS,PC,1055.0,5869.8,5.778
58.9074,6500.0,1.07,10.4018,8.990904,4.35,TESS,PC,771.0,5354.0,1.78
865.697,9050.0,1.69,16.2567,3.9014904,3.97,TESS,CP,1511.0,5512.0,4.83
1117.8060083,14812.1573416,1.1625,14.7740421,2.5071775,4.35,TESS,PC,1474.726076,5996.0,3.0618698
933.522,6360.0,1.42,11.3997,3.6794732,4.15,TESS,PC,1539.0,5823.0,4.13
645.538,17740.0,1.13,15.025,4.8206566,4.38,TESS,PC,1404.0,6002.0,4.468
934.748,3610.0,1.67,10.0889,3.3794034,4.04,TESS,PC,1540.0,6072.0,3.332
837.822,8760.0,,,3.0525705,,TESS,PC,1498.0,4817.8,4.811
39543.7591713,2725.4212975,,,2.0252285,,TESS,PC,1267.0,3600.5,5.2098256
621.482,4890.0,1.47,10.4972,3.5608112,4.1,TESS,KP,1390.0,5659.0,3.389
773.155,16930.0,,,2.1510781,,TESS,PC,1469.0,5769.0,2.355
842.898,19930.0,0.94,21.2425,3.9935853,4.5,TESS,PC,1501.0,5709.0,2.846
273.655,10000.0,1.18,12.3649,3.4677103,4.29,TESS,PC,1133.0,5645.0,2.234
235.437,53030.0,0.88,20.4596,3.9982381,4.53,TESS,APC,1091.0,5509.0,2.867
6122.38,12010.0,,,1.4032876,,TESS,PC,2464.0,5649.5,2.534
,14540.0,,,5.2803048,,TESS,PC,,,2.752
13435.8,5590.0,1.05,7.76491,0.3859142,4.55,TESS,FP,2999.0,6721.0,1.189
4286.56,13310.0,1.52,18.0173,2.1357662,4.3,TESS,PC,2254.0,7428.0,3.272
1805.0833967,18226.8366329,1.58557,24.1966313,2.9677851,4.11,TESS,PC,1662.4326793,6185.0,3.539855
351.311,15960.0,1.13,14.5305,3.412893,4.33,TESS,PC,1206.0,5691.0,2.6
2815.2,23700.0,1.88,28.4732,2.24172,3.98,TESS,FP,2029.0,6292.0,3.989
423.46,12660.0,1.19,13.8209,3.5366051,4.34,TESS,PC,1263.0,6026.0,2.587
1361.35,7190.0,1.84,15.9636,2.9599541,4.0,TESS,PC,1692.0,6267.7,3.523
1455.77,4130.0,,,2.7559464,,TESS,PC,1720.0,6277.0,3.255
368.442,5010.0,2.08,14.8302,2.3725483,3.85,TESS,PC,1220.0,6019.0,1.543
91.8511,2140.0,2.48,11.9718,13.2681095,3.75,TESS,FP,862.0,6364.0,3.554
5011.25,9320.0,1.77,17.6763,2.3304358,4.21,TESS,PC,2343.0,7763.0,3.528
503.511,18320.0,1.35,18.5459,4.1343989,4.27,TESS,PC,1319.0,6320.0,3.051
3103.65,10040.0,1.57,15.6063,2.7020875,4.31,TESS,PC,2079.0,7798.0,3.116
,29540.0,,,5.7672677,,TESS,PC,,,4.173
184.682,3640.0,,,1.3168344,,TESS,FP,1027.0,5211.7,0.733
110.866,22920.0,1.65,24.5989,9.94915,4.03,TESS,PC,903.0,5852.0,3.968
76.1581,6600.0,1.55,14.4394,5.939725,4.05,TESS,PC,822.0,5568.0,1.481
779.001,2730.0,2.15,11.3327,2.9489639,3.9,TESS,PC,1471.0,6506.0,2.278
3845.9,4000.0,2.01,12.6197,2.3097953,4.05,TESS,PC,2193.0,7300.0,3.185
329.849,17170.0,1.01,13.6621,2.9919962,4.39,TESS,PC,1187.0,5247.0,2.614
1162.44,22180.0,1.16,17.6399,2.8281656,,TESS,PC,1654.0,6412.2,3.15
2913.52,3100.0,0.96,11.1657,1.3071566,4.51,TESS,PC,2046.0,5958.0,1.108
1647.22,15830.0,1.77,23.2306,1.8092906,4.12,TESS,PC,1774.0,6905.0,1.983
7501.75,16320.0,1.33,16.4382,0.58007,4.37,TESS,APC,2592.0,6875.0,1.338
5427.95,2930.0,1.82,19.5614,2.3483946,3.98,TESS,PC,2391.0,6155.0,2.375
544.526,2530.0,,,1.3934565,,TESS,FP,1345.0,3301.0,2.809
639.4922705,7456.7037756,1.3408999,11.7236575,4.6027498,4.21,TESS,KP,1282.5626085,5909.0,4.2702334
18187.3314373,3122.1584293,1.66057,9.5365498,0.5465391,4.05,TESS,FP,2961.8427338,6091.0,1.6114979
1918.33,5930.0,,,1.3185787,,TESS,PC,1843.0,6040.0,1.748
534.990275,10758.3826821,1.21215,15.177757,4.865928,4.34,TESS,PC,1226.6092105,6137.0,5.323532
1069.8684109,6702.5267443,,,1.9512921,,TESS,PC,1458.6541795,,4.7888548
328.225,1095.0,,,0.6771668,,TESS,PC,1185.0,3194.0,1.4
10926.7,6740.0,1.35,11.1546,1.6995805,4.56,TESS,PC,2848.0,9626.0,2.305
44.6632,7070.0,1.13,9.74784,12.2027867,4.45,TESS,PC,720.0,6454.0,2.428
1178.73,5020.0,2.29,17.5053,7.4365725,4.09,TESS,APC,1632.0,9230.0,2.774
1503.15,20720.0,,,1.5959199,,TESS,PC,1734.0,6809.2,1.539
69.9284,3610.0,1.18,7.97984,3.8277062,4.44,TESS,PC,805.0,6610.0,0.899
362.9660354,13145.6121347,1.2815599,17.0195741,6.1668344,4.24,TESS,PC,1113.2334478,5747.0,2.2619245
8468.98,7010.0,2.41,20.2415,0.6587178,3.8,TESS,PC,2672.0,6520.0,1.576
2579.61,2580.0,1.36,7.13535,1.2669382,4.26,TESS,CP,1985.0,6296.0,1.93
3112.84,7320.0,1.81,15.4283,2.9828061,4.09,TESS,PC,2080.0,6879.0,4.28
185.786,13090.0,1.05,12.6134,3.1420872,4.37,TESS,PC,1028.0,5417.4,1.884
,5000.0,,,5.3583725,,TESS,PC,,,4.916
1600.56,2620.0,1.72,8.89917,1.8030565,4.01,TESS,PC,1762.0,5982.0,2.3
3285.57,18530.0,,,7.8595931,,TESS,PC,2109.0,14677.0,1.902
1755.17,4400.0,2.07,13.6678,6.3599636,4.06,TESS,PC,1803.0,7689.0,5.479
,2860.0,,,0.5496848,,TESS,PC,,,0.82
,,0.956122,2.35545351,41.688644,4.38,K2,CONFIRMED,,5703.0,
,,0.928,2.23,41.6855,4.5,K2,CONFIRMED,546.0,5766.0,
,490.0,1.08,2.57807,41.6855,4.5,K2,CONFIRMED,,5766.0,
,22679.999999999996,0.762602,1.12,2.30183,4.53679,K2,CANDIDATE,1054.0,4616.52,1.9008
,,0.710995,1.31258765,2.302368,4.5,K2,CANDIDATE,,4720.0,
,4480.0,0.57,4.19,1.1947488,,K2,CANDIDATE,,3919.0,1.93
,,0.789478,9.91257877,6.178369,4.67,K2,CANDIDATE,,5015.0,
,13030.0,0.849432,8.84,6.17887,4.45833,K2,CANDIDATE,772.0,4719.28,2.5008
,686.0,0.309,0.86,1.17589,,K2,CANDIDATE,,,1.248
,557.0,0.588,1.45,10.6966,,K2,CANDIDATE,,,3.24
,14564.0,1.599,45.0,1.5374115,,K2,CANDIDATE,,,2.3808
,200.0,3.16745,4.34,2.71189,3.54386,K2,CANDIDATE,2336.0,6402.0,3.1008
,,1.224685,2.09985108,18.10549,4.32,K2,CANDIDATE,,6213.0,
,,0.282,1.047,6.7987,4.999,K2,CONFIRMED,,3648.0,
,,0.508,10.2,79.9999,4.747,K2,CANDIDATE,,4542.0,11.7504
,30600.0,0.707,30.0,,,K2,CANDIDATE,,,14.472
,36620.0,1.25428,26.44,17.77297,4.26659,K2,CANDIDATE,830.0,5847.0,2.8992
,355000.0,0.5,32.8,0.99656225,,K2,CANDIDATE,,3727.0,2.26
,2520.0,0.65,3.55,14.912381,,K2,CANDIDATE,,4224.0,3.03
,2400.0,0.647,3.24,14.9139,,K2,CANDIDATE,,,3.264
,5100.0,0.43,3.35,0.57303573,,K2,CANDIDATE,,3570.0,0.32
,,,1.87,28.1656,,K2,CONFIRMED,,,
,3160.0,0.374,2.2,28.1696,,K2,CONFIRMED,,,3.36
,2680.0,0.374,2.06,7.90417,,K2,CANDIDATE,,,1.92
,2800.0000000000005,0.52,3.02,7.9069606,,K2,CANDIDATE,,3772.0,1.73
,655.0,0.56,1.56,1.0829614,,K2,CANDIDATE,,3875.0,1.22
,678.0,0.576,1.57,0.905655,,K2,CANDIDATE,,,1.488
,791.0,0.5,1.52,0.90552205,,K2,CANDIDATE,,3710.0,1.32
,6710.0,0.55,4.87,2.7541129,,K2,CANDIDATE,,3834.0,1.24
,7460.0,0.89,8.4,2.75421,,K2,CANDIDATE,,,1.32
,,0.436,3.78,2.75391,4.846,K2,CANDIDATE,,3918.0,1.0296
,1840.0,0.74,3.47,50.285869,,K2,FALSE POSITIVE,,4859.0,12.62
,,10.96,209.52,50.27762,,K2,FALSE POSITIVE,1466.0,5141.0,
,402.0,0.878,1.75,10.50439,,K2,CANDIDATE,,,3.384
,14760.0,0.431,5.51,1.684208,,K2,CANDIDATE,,,1.3224
,725.0,0.188,0.519,0.2122013,,K2,CANDIDATE,,,0.624
,662.0,0.37,1.05,0.21219899,,K2,CANDIDATE,,3468.0,0.52
,,0.26,0.77,0.212194,5.106,K2,CANDIDATE,,3299.0,
,8910.0,0.73,7.55,1.5778643,,K2,CANDIDATE,,4811.0,3.02
,18230.0,1.15585,,1.57771549,4.25178,K2,CANDIDATE,,5163.0,3.086
,8750.0,2.56752,,1.57771549,3.83915,K2,CANDIDATE,,7333.0,2.993
,650.0,0.880221,2.43,13.0113,4.51267,K2,CANDIDATE,713.0,5347.0,2.2008
,5360.0,0.572892,,40.70206194,4.67427,K2,CANDIDATE,,3759.0,1.621
,,1.761722,9.11013939,21.204739,3.91,K2,CANDIDATE,,5154.0,
,,1.45,3.91,2.519334,4.17,K2,FALSE POSITIVE,,6283.0,1.54512
219.344,1935.0,1.76,7.65729,2.5194039,,K2,FALSE POSITIVE,,6380.0,1.113
,2036.0,2.03,19.6,2.519386,,K2,FALSE POSITIVE,,,1.584
,2150.0,1.76277,,2.51881781,,K2,FALSE POSITIVE,,6380.0,1.58
,1810.0,1.72,7.99,2.5194078,,K2,FALSE POSITIVE,,7119.0,1.24
,,0.815235,2.87289326,13.383629,4.7,K2,CANDIDATE,,5216.0,
,1200.0,0.65973,2.7,13.38382,4.73383,K2,CANDIDATE,608.0,5113.71,2.2008
,,0.68,,11.8951,,K2,CANDIDATE,,5040.0,
,18960.0,0.716,20.8,40.1401,,K2,CANDIDATE,,,3.024
,1160.0,0.724,2.73,7.4433,,K2,CANDIDATE,,,1.632
,1100.0,,2.91,2.638,,K2,CANDIDATE,1313.0,4264.47,1.6992
,1500.0,0.749863,3.36,27.47083,4.59659,K2,CANDIDATE,480.0,4947.03,5.5008
,141000.0,0.98,40.1,2.8268121,,K2,CANDIDATE,,5736.0,6.8
,,0.94,1.5,0.72091,4.4,K2,CONFIRMED,,5633.0,
,141.4,1.053,1.32,4.44044,,K2,CANDIDATE,,,2.712
,143.0,0.9,1.17,4.4416421,,K2,CANDIDATE,,5547.0,2.74
,,0.833852,1.12422498,4.441258,4.54,K2,CANDIDATE,,5450.0,
,354.0,1.1,2.18,11.20381,,K2,CANDIDATE,,,1.1328
,,0.846,2.384,8.006875,4.538,K2,CANDIDATE,,5403.0,2.5
,352000.0,1.32,85.6,3.3643115,,K2,CANDIDATE,,6240.0,7.4
,,,0.692,2.13174,,K2,CONFIRMED,,,
,663.0,0.7,1.96,13.837814,,K2,CANDIDATE,,4535.0,2.84
,487.0,0.554,1.29,13.8394,,K2,CANDIDATE,,,2.52
,561.0,0.554,1.37,7.79983,,K2,CANDIDATE,,,3.0
,423.0,0.7,1.57,7.7991586,,K2,CANDIDATE,,4535.0,2.94
162.0,322.0,0.554,1.06,3.883,,K2,CANDIDATE,,,2.03
,9930.0,0.5,5.48,2.3330982,,K2,CANDIDATE,,3726.0,1.4
,,0.224,3.2,2.33293,5.062,K2,CANDIDATE,,3508.0,1.2096
,12700.0,0.224,2.95,2.333123,,K2,CANDIDATE,,,1.128
,735.0,0.7624,2.12,20.2073,,K2,CANDIDATE,,,3.72
,,5.33871,,36.7099,,K2,CANDIDATE,,5069.12,17.664
,1770.0,0.75,3.44,36.762337,,K2,CANDIDATE,,4932.0,18.73
,,0.854,6.412,19.565799,4.652,K2,CANDIDATE,,4486.0,5.3
,400.99999999999994,0.7006,1.48,6.39916,,K2,CANDIDATE,,,2.472
,449.0,0.8,1.85,6.3991398,,K2,CANDIDATE,,5210.0,2.1
,14940.0,2.85976,,2.72273204,3.81097,K2,CANDIDATE,,8002.0,3.596
,,0.625,2.028,15.695142,4.719,K2,CANDIDATE,,4270.0,2.9
,115.99999999999999,1.27,1.44,2.48038,,K2,CANDIDATE,,,1.848
,322.0,0.77,1.51,1.9668579,,K2,CANDIDATE,,5063.0,2.4
,361.0,0.826,1.73,1.96712,,K2,CANDIDATE,,,2.712
,,0.52,,,,K2,FALSE POSITIVE,,4419.0,
,579.0,0.73,1.91,12.726743,,K2,CANDIDATE,,4767.0,3.88
,469.0,0.924,2.09,13.2359,,K2,CANDIDATE,,,2.64
,13200.0,17.27,217.0,0.18746328,,K2,CANDIDATE,,46696.0,1.07
,24300.0,0.5,8.53,8.6382631,,K2,CANDIDATE,,3720.0,1.89
,,0.438,6.81,8.63829,4.844,K2,CANDIDATE,,3960.0,1.53192
,,0.5,15.99,8.6381,,K2,CANDIDATE,536.0,3987.0,
,27380.0,0.438,15.1,8.63795,,K2,CANDIDATE,,,2.0472
,94300.0,0.72,24.2,5.7968861,,K2,FALSE POSITIVE,,4721.0,2.57
,,0.79,27.81,5.79687,,K2,FALSE POSITIVE,930.0,5192.0,
,15255.0,0.522,20.1,0.4775252,,K2,CANDIDATE,,,2.0472
,15200.0,0.4,5.34,22.197992,,K2,CANDIDATE,,3508.0,2.54
,15169.999999999998,0.318,4.07,44.394,,K2,CANDIDATE,,,2.784
,394.0,0.567,1.17,3.29163,,K2,CANDIDATE,,,1.2888
,406.0,0.72,1.57,3.2908998,,K2,CANDIDATE,,4671.0,0.96
,,0.93,1.3,0.877214,4.6,K2,CONFIRMED,,5820.0,
2852.0,,0.98,1.565,0.87724,4.435,K2,CONFIRMED,2038.0,5679.0,
,250.0,0.990833,1.2,0.87703,4.45381,K2,CONFIRMED,1874.0,5711.17,1.0008
,,0.932487,1.40575209,0.877183,4.48,K2,CONFIRMED,,5705.0,
,2890.0,0.42,2.45,2.8964139,,K2,CANDIDATE,,3547.0,1.63
,3830.0,0.524138,,2.89607106,4.71635,K2,CANDIDATE,,3565.0,1.874
,3274.0000000000005,0.242,1.45,2.896528,,K2,CANDIDATE,,,1.5984
,134.0,0.8,1.01,0.44433632,,K2,CANDIDATE,,5208.0,0.72
,,0.82,1.22,0.444372,4.81,K2,CANDIDATE,,5540.0,
,,,1.22,3.80464,,K2,CONFIRMED,,,
,,0.49,1.78,7.28161,,K2,CANDIDATE,518.0,3742.0,
,,0.541438,1.79,7.28116,4.70134,K2,CANDIDATE,,3726.0,
,1293.0,0.399,2.6,7.28076,,K2,CANDIDATE,,,1.872
,,0.399,17.0,7.28138,4.883,K2,CANDIDATE,,3784.0,1.32
,1160.0,0.51,1.9,7.28131,,K2,CANDIDATE,,3748.0,1.31
,1520.0,0.545,2.21,4.58328,,K2,CANDIDATE,,,2.208
,686.0,0.545,1.51,1.65336,,K2,CANDIDATE,,,1.608
,,3.01,10.9,5.28081,3.676,K2,CANDIDATE,,6227.0,3.26904
,740.0,2.66957,,5.28130579,3.65337,K2,CANDIDATE,,6161.41,3.552
,,0.85,16.3,440.0,,K2,CANDIDATE,,4600.0,
,,0.89,22.8,30.0,,K2,CANDIDATE,,3400.0,
,31770.0,0.6009,24.9,,,K2,CANDIDATE,,,5.16
,,0.751,2.328,7.655533,4.687,K2,CANDIDATE,,5114.0,3.0
,106000.0,0.71,25.1,27.770388,,K2,FALSE POSITIVE,,4598.0,3.14
,,8.15,32.79,27.77045,,K2,FALSE POSITIVE,441.0,5086.0,
,,0.69,0.77,0.259669,4.25,K2,CANDIDATE,,4340.0,
,132.0,0.59,0.742,0.25967056,,K2,CANDIDATE,,3982.0,0.5
,152.0,0.34,0.441,5.54583,,K2,CANDIDATE,,,2.088
,850.0000000000001,0.717,2.52,18.4502,,K2,CANDIDATE,,,3.72
,450.0,0.898,1.89,35.621,4.512,K2,CANDIDATE,420.0,5440.0,
,1120.0,0.312,1.2,4.1333,,K2,CANDIDATE,,,1.704
,7270.0,0.64,5.93,1.9611469,,K2,CANDIDATE,,4166.0,1.33
533.383,9235.0385,1.06738,15.86577929,1.96133691104,4.22028,K2,CANDIDATE,1225.69,4427.0,1.632367
,,0.98,7.8,40.7302,4.44,K2,CANDIDATE,,5840.0,2.6496
,,0.85,7.28,40.7362,,K2,CANDIDATE,529.0,5618.0,
,7800.0,2.04778,,18.10220826,3.88145,K2,CANDIDATE,,6141.1,4.521
,963.0,0.67,2.26,0.60408352,,K2,CANDIDATE,,4331.0,0.97
,,0.257,1.11,3.52743,5.014,K2,CANDIDATE,,3624.0,1.3296
,1990.0,0.257,1.21,3.52725,,K2,CANDIDATE,,,1.68
,,0.350987,1.32,3.52674,4.87298,K2,CANDIDATE,,3413.0,
,1670.0,0.67,2.98,3.5269024,,K2,CANDIDATE,,4332.0,1.57
,,0.88,12.8,6340.0,,K2,CANDIDATE,,4800.0,
,,0.678,17.325,9.321691,4.712,K2,CANDIDATE,,5089.0,3.6
,946.0,0.483,1.59,6.662,,K2,CANDIDATE,,,3.072
,,,1.03,2.71578,,K2,CONFIRMED,,,
,,0.655,0.90819,2.0478,4.659,K2,CONFIRMED,,4520.0,
,13972.0,1.266,35.0,,,K2,CANDIDATE,,,4.8072
,34130.0,2.564,,27.27048734,3.66162,K2,FALSE POSITIVE,,5990.87,6.748
,37137.0,2.54,93.0,27.242808,,K2,FALSE POSITIVE,,,6.5664
,,0.92,31.73,27.24273,,K2,FALSE POSITIVE,707.0,6166.0,
,37000.0,0.9,18.8,27.242912,,K2,FALSE POSITIVE,,5547.0,6.56
,665.0,0.28,0.76,1.395336,,K2,CANDIDATE,,,1.2312
,540.0,0.424658,,1.39533316,4.80422,K2,CANDIDATE,,3433.0,1.18
,616.0,0.32,0.879,1.3951513,,K2,CANDIDATE,,3390.0,1.15
,2560.0,0.336,1.89,15.3791,,K2,CANDIDATE,,,2.28
,,0.896,2.14,33.5107,4.5,K2,CANDIDATE,,5683.0,5.2896
,,0.71,3.83,33.51569,,K2,CANDIDATE,613.0,5552.0,
,732.0,0.875,2.89,33.5116,,K2,CANDIDATE,,,5.352
,,0.857642,2.47313225,33.513607,4.57,K2,CANDIDATE,,5628.0,
,822.0,0.65,2.03,33.515399,,K2,CANDIDATE,,4222.0,4.81
,,,1.0,3.96151,,K2,CONFIRMED,,,
,485.0,0.634,1.48,3.96165,,K2,CONFIRMED,,,2.16
,916.0,0.6252,2.01,6.97251,,K2,CANDIDATE,,,2.808
,,0.628461,1.04,4.1698,4.595,K2,CONFIRMED,,5053.0,
,,,1.1,4.16959,,K2,CONFIRMED,,,
,446.99999999999994,0.628,1.41,4.16888,,K2,CONFIRMED,,,2.4
,1021.0,0.628,2.11,12.3389,,K2,CANDIDATE,,,2.76
,1070.0,0.73,2.59,12.339133,,K2,CANDIDATE,,4751.0,2.84
,551.0,0.702,1.75,2.89465,,K2,CANDIDATE,,,1.44
,315.0,0.809,1.51,3.83794,,K2,CANDIDATE,,,2.112
,292.0,0.809,1.46,5.24086,,K2,CANDIDATE,,,2.568
,,0.93,12.2,2790.0,,K2,CANDIDATE,,5100.0,
,592.0,1.028,2.8,8.91058,,K2,CANDIDATE,,,2.88
,,1.29,3.35,28.2692,4.2,K2,CANDIDATE,,5631.0,4.2504
,813.0,0.9,2.79,28.270642,,K2,CANDIDATE,,5545.0,4.3
,757.0,1.028,2.94,28.2671,,K2,CANDIDATE,,,4.224
,,0.933556,2.7100633,28.271761,4.42,K2,CANDIDATE,,5548.0,
,,1.02594,,28.2717,4.40705,K2,CANDIDATE,,5564.0,4.104
,245.0,1.028,1.7,4.73172,,K2,CANDIDATE,,,1.2
,267.0,0.94,1.58,0.782022,,K2,CANDIDATE,,,1.416
,225.99999999999997,0.79,1.29,0.78214992,,K2,CANDIDATE,,5144.0,1.31
,1729.9999999999998,0.66,2.89,15.4769,,K2,CANDIDATE,,,3.528
,814.0,0.85,2.63,6.4498648,,K2,CANDIDATE,,5395.0,1.63
,606.0,0.894,2.29,6.45027,,K2,CANDIDATE,,,1.632
,,0.235,1.65,1.19478,5.053,K2,FALSE POSITIVE,,3671.0,7.104
,,0.7,,,,K2,FALSE POSITIVE,,4786.0,
,24900.000000000004,1.94,33.4,1.5771832,,K2,FALSE POSITIVE,,8210.0,3.96
,,1.93,26.0,1.57753,4.08,K2,FALSE POSITIVE,,7747.0,0.0
,24289.0,5.27397,,3.262038,,K2,CANDIDATE,,10318.0,2.2536
,15900.0,2.3,45.0,4.4654,,K2,CANDIDATE,,,7.488
,50100.0,1.29,31.5,21.140574,,K2,CANDIDATE,,6205.0,4.63
,7985.0,,,5.74372,,K2,CANDIDATE,,,4.2048
,9240.0,1.87,19.6,3.2923818,,K2,CANDIDATE,,7824.0,1.76
,,1.45,53.0,6.90487,4.241,K2,CANDIDATE,,6599.0,3.5088
,25067.0,,,6.905053,,K2,CANDIDATE,,,3.8736
,26500.0,1.89,33.6,6.9055211,,K2,CANDIDATE,,6722.0,3.65
,37790.0,1.793,35.3,1.696374,,K2,CANDIDATE,,,3.7296
,37780.0,1.698,76.0,3.046136,,K2,CANDIDATE,,,2.52
,38200.0,0.89,19.0,3.0459383,,K2,CANDIDATE,,5529.0,2.21
,,0.89,29.0,3.04622,4.5,K2,CANDIDATE,,5529.0,2.5488
,431.0,0.639668,,3.23792,4.67558,K2,CANDIDATE,,4500.0,1.4448
,499.0,0.69,1.67,3.238542,,K2,CANDIDATE,,4446.0,1.27
,,0.74,1.58,3.2367,4.597,K2,CANDIDATE,,4863.0,1.2192
,92899.99999999999,1.81,60.0,6.2719092,,K2,CANDIDATE,,7254.0,5.32
,,2.09,98.0,23.7782,4.03,K2,FALSE POSITIVE,,7498.0,5.0712
,301.59999999999997,4.28,6.66,1.42636,,K2,CANDIDATE,,,2.328
,35000.0,1.84,37.5,3.979287,,K2,CANDIDATE,,7430.0,4.82
,248000.0,1.59,86.2,2.1417519,,K2,CANDIDATE,,6492.0,6.93
,1169.0,0.50129,,2.86136,4.73628,K2,CANDIDATE,,3697.0,2.16
,1950.0,0.501135,,3.10622,4.73641,K2,CANDIDATE,,3636.0,2.712
,12890.0,10.0566,,1.814553,,K2,CANDIDATE,,4618.0,3.4368
,19480.0,16.1325,,17.1541,,K2,CANDIDATE,,4930.0,8.472
,290.0,0.83,1.48,12.1507,,K2,CANDIDATE,,,3.84
,387000.0,0.9,61.4,2.4343734,,K2,CANDIDATE,,5568.0,7.44
,27400.000000000004,0.96,17.3,1.8490876,,K2,CANDIDATE,,5693.0,3.12
,8890.0,1.14,11.7,2.620724,,K2,CANDIDATE,,6013.0,2.46
,9410.0,1.725,37.0,2.620799,,K2,CANDIDATE,,,2.6184
,,1.4,58.0,2.62077,4.23,K2,CANDIDATE,,6302.0,2.112
,,1.472064,3.09990986,1.314437,4.09,K2,CANDIDATE,,6009.0,
,426.0,1.23,2.78,1.3144014,,K2,CANDIDATE,,6137.0,1.69
,678.0,1.28,3.62,4.8045244,,K2,CANDIDATE,,6187.0,2.33
,1513.0,2.29043,,6.14818,,K2,CANDIDATE,,6591.31,3.8856
,222.8,,,1.49761,,K2,CANDIDATE,,,2.712
,,0.921539,3.33165021,6.479656,4.5,K2,CANDIDATE,,5586.0,
,1249.0,0.922,3.46,6.48167,,K2,CANDIDATE,,,2.808
,1210.0,0.89,3.39,6.4804111,,K2,CANDIDATE,,5537.0,2.94
,265000.0,1.16,65.3,2.8445331,,K2,CANDIDATE,,6045.0,5.69
,119.60000000000001,1.942,2.22,0.6687,,K2,CANDIDATE,,,2.16
,5465.0,2.575,42.0,13.3461,,K2,CANDIDATE,,,2.6568
,10490.0,1.03,24.5,4.13737,,K2,CANDIDATE,,,2.2368
,9110.0,0.7,7.33,4.1376047,,K2,CANDIDATE,,4581.0,1.75
,1234.0,1.479,6.6,2.469851,,K2,CANDIDATE,,,2.6592
,6655.0,1.50882,,0.690458,,K2,CANDIDATE,,6912.12,5.8896
,,1.08,6.58,0.689647,4.0,K2,CANDIDATE,,6481.0,
,16900.0,1.14,16.1,4.1687922,,K2,CANDIDATE,,6005.0,6.61
,15771.0,2.536,81.0,21.17051,,K2,CANDIDATE,,,5.004
1968.9003,6537.084,2.36934,19.66846395,5.31937553733,3.78918,K2,CANDIDATE,1698.93,6350.0,6.6913995
,7124.0,2.28,20.0,5.319075,,K2,CANDIDATE,,,6.756
,,1.79,71.0,12.86772,4.11,K2,FALSE POSITIVE,,6861.0,3.08088
,31311.0,1.642,61.0,12.866412,,K2,FALSE POSITIVE,,,3.12
,30099.999999999996,1.18,22.3,12.866539,,K2,FALSE POSITIVE,,6066.0,3.02
,9650.0,1.82,19.5,1.8461222,,K2,FALSE POSITIVE,,7536.0,2.99
,,0.21,2.14,1.84617,5.08,K2,FALSE POSITIVE,,3252.0,3.0
,3479.9999999999995,5.54598,,6.6223,,K2,CANDIDATE,,5000.0,1.224
,14286.000000000002,11.27,452.0,0.5217136,,K2,CANDIDATE,,,4.0152
,78300.0,0.28,8.43,11.975818,,K2,CANDIDATE,,3320.0,6.84
,,3.4,256.0,11.97495,3.32,K2,CANDIDATE,,5200.0,6.786
,354.0,1.03,2.04,5.9895,,K2,CANDIDATE,,,1.848
,35700.0,1.03,21.2,28.707623,,K2,CANDIDATE,,5838.0,3.61
,,1.89,9.2,15.4715,4.005,K2,CANDIDATE,,5791.0,3.6288
,2490.0,0.76,4.13,15.465691,,K2,CANDIDATE,,4989.0,3.08
,,1.231429,16.12109089,15.466674,4.25,K2,CANDIDATE,,5807.0,
,29580.000000000004,1.84406,,1.4556637,4.03395,K2,CANDIDATE,,6520.0,2.512
,27008.0,2.043,71.0,1.45556515,,K2,CANDIDATE,,,2.5488
,1010.0000000000001,0.33,1.16,3.3262396,,K2,CANDIDATE,,3404.0,5.81
,910.0,60.6949,,3.32592848,,K2,CANDIDATE,,4017.0,4.655
,1179.0,85.0,1080.0,3.3255,,K2,CANDIDATE,,,7.104
,5290.0,13.9,200.0,13.1426,,K2,CANDIDATE,,,5.712
,,2.221057,8.16881084,4.474513,3.88,K2,CANDIDATE,,6081.0,
,1200.0,0.81,3.06,4.4743465,,K2,CANDIDATE,,5248.0,2.0
,1729.9999999999998,2.486,22.0,4.47471,,K2,CANDIDATE,,,3.0336
,324000.0,0.75,46.6,2.1989041,,K2,CANDIDATE,,4938.0,6.83
,2270.0,0.36,1.86,4.1657292,,K2,CANDIDATE,,3442.0,2.47
,55199.99999999999,,,0.6308,,K2,FALSE POSITIVE,,,
,754.0,1.792,6.1,0.2358684,,K2,CANDIDATE,,,0.7416
,6020.0,4.5,43.0,12.99109,,K2,CANDIDATE,,,1.656
,429.99999999999994,0.84,1.89,1.7359447,,K2,CANDIDATE,,5354.0,2.82
,177.0,0.58,0.837,1.8389349,,K2,CANDIDATE,,3930.0,1.43
,151.5,0.48,0.62,1.83916,,K2,CANDIDATE,,,1.5072
,1159.0,0.535,1.92,2.032664,,K2,CANDIDATE,,,1.4088
,976.0000000000001,0.535,1.76,6.11706,,K2,CANDIDATE,,,2.064
