insolation_flux,transit_depth,stellar_rad,planet_radius,orbital_period,stellar_logg,mission,disposition,equilibrium_temp,stellar_teff,transit_duration
17.69,365.3,0.856,1.59,26.7838935,4.512,Kepler,CANDIDATE,523.0,5242.0,4.584
31.54,373.1,1.169,2.32,45.126216,4.378,Kepler,CANDIDATE,604.0,6499.0,6.656
35.99,631.7,0.748,1.86,11.94019101,4.607,Kepler,CANDIDATE,625.0,5073.0,2.866
999.6,83.1,1.17,1.1,3.51295674,4.326,Kepler,FALSE POSITIVE,1434.0,6453.0,3.06
5.81,886.4,0.805,2.78,48.4313003,4.516,Kepler,CANDIDATE,396.0,4891.0,4.03
15.87,1765.9,0.539,2.25,7.203855862,4.708,Kepler,CANDIDATE,509.0,3834.0,2.5418
90.19,92.9,0.769,0.73,6.73808701,4.566,Kepler,CANDIDATE,786.0,5168.0,2.591
315.8,418.5,1.171,2.45,7.57571414,4.395,Kepler,FALSE POSITIVE,1075.0,6418.0,2.357
1303.61,115.8,1.855,2.11,4.76887671,3.926,Kepler,FALSE POSITIVE,1532.0,6063.0,1.672
775.18,2651.8,0.685,23.45,1.347512632,4.585,Kepler,FALSE POSITIVE,1346.0,5316.0,1.9817
3827.79,259.1,0.82,1.32,0.512581697,4.571,Kepler,FALSE POSITIVE,2009.0,5547.0,1.5789
59.51,151.0,0.845,1.03,12.07760884,4.471,Kepler,FALSE POSITIVE,708.0,5370.0,2.233
2442.24,565.9,8.841,20.83,18.55581565,2.982,Kepler,CANDIDATE,1793.0,5988.0,5.372
104.37,725.6,1.039,25.95,13.33094869,4.394,Kepler,CANDIDATE,815.0,5991.0,1.426
91.0,1112.6,0.714,2.35,6.38315744,4.623,Kepler,FALSE POSITIVE,787.0,5262.0,1.7075
2.28,2312.8,0.511,2.47,27.52194772,4.746,Kepler,CANDIDATE,314.0,3780.0,4.047
61.87,389.0,1.087,2.94,16.1289679,4.314,Kepler,CANDIDATE,715.0,5392.0,6.271
68.41,336.4,0.895,1.75,13.5631157,4.529,Kepler,CANDIDATE,733.0,5853.0,5.438
49.81,369.6,0.961,1.83,16.2959916,4.442,Kepler,CANDIDATE,678.0,5495.0,2.116
222.54,75.8,0.815,0.7,4.16056658,4.574,Kepler,CANDIDATE,985.0,5481.0,2.61
390.28,199.1,0.788,1.15,2.93101771,4.5,Kepler,FALSE POSITIVE,1134.0,5485.0,2.231
10.38,610.4,0.781,1.9,39.79220077,4.571,Kepler,CANDIDATE,458.0,5437.0,4.466
41.57,525.8,0.883,2.11,16.2276756,4.447,Kepler,FALSE POSITIVE,648.0,5328.0,3.699
778.05,259.6,0.729,17.94,1.595630597,4.616,Kepler,FALSE POSITIVE,1346.0,5632.0,1.793
21.92,184.9,0.732,0.96,14.8200596,4.603,Kepler,CANDIDATE,552.0,4825.0,3.902
36.01,661.8,0.923,2.34,20.49041,4.524,Kepler,CANDIDATE,625.0,5681.0,4.369
31471.91,86.3,3.028,29.27,0.962827066,3.647,Kepler,FALSE POSITIVE,3399.0,6534.0,4.48
191.84,301.6,1.027,1.79,8.679037,4.42,Kepler,CANDIDATE,949.0,6117.0,2.864
119.44,371.0,0.964,1.93,11.1296971,4.487,Kepler,CANDIDATE,843.0,6122.0,2.942
1056.15,145.6,1.235,1.53,2.7296036,4.292,Kepler,CANDIDATE,1455.0,5887.0,2.721
375.55,345.2,0.86,1.59,3.11604194,4.559,Kepler,CANDIDATE,1123.0,5591.0,1.7763
1.37,1537.7,0.537,2.13,46.82767725,4.708,Kepler,CANDIDATE,276.0,3879.0,1.9033
55.82,100.8,0.868,0.87,12.7372371,4.502,Kepler,CANDIDATE,697.0,5420.0,3.358
34.19,214.5,1.373,2.01,40.0306267,4.227,Kepler,CANDIDATE,617.0,5855.0,4.815
2982.78,240.7,0.913,1.4,0.679336747,4.491,Kepler,CANDIDATE,1883.0,5440.0,1.2188
1.69,110990.0,0.845,46.07,213.6103207,4.554,Kepler,FALSE POSITIVE,291.0,5931.0,10.7643
5.33,29841.0,1.324,24.4,170.8658492,4.221,Kepler,FALSE POSITIVE,387.0,5989.0,16.9895
43.52,348130.0,1.0,59.5,21.47642727,4.438,Kepler,CANDIDATE,655.0,5780.0,5.5498
56.9,3859.0,1.0,5.97,17.5509742,4.438,Kepler,FALSE POSITIVE,700.0,5780.0,4.064
5.47,2518.7,0.945,4.7,88.5122014,4.45,Kepler,CANDIDATE,390.0,5593.0,6.8214
87.48,258.6,0.95,1.5,10.21507506,4.433,Kepler,FALSE POSITIVE,780.0,5406.0,3.395
57.04,650.8,0.735,1.91,8.3806973,4.601,Kepler,FALSE POSITIVE,701.0,5062.0,3.028
12.57,636.6,0.734,1.85,31.0572947,4.615,Kepler,CANDIDATE,480.0,5395.0,3.401
111.74,479.8,1.112,3.12,15.1622287,4.409,Kepler,CANDIDATE,829.0,6325.0,7.332
193.39,437.9,1.112,2.94,10.04378351,4.409,Kepler,CANDIDATE,951.0,6325.0,5.548
105.84,370.5,0.789,1.51,7.10397925,4.584,Kepler,CANDIDATE,818.0,5488.0,1.5398
159.65,188.7,0.84,1.13,4.5513988,4.491,Kepler,CANDIDATE,907.0,5009.0,2.457
9.12,1387.2,0.539,2.13,10.91274065,4.708,Kepler,CANDIDATE,443.0,3834.0,2.1801
51.37,535.8,0.824,18.13,12.2141545,4.578,Kepler,FALSE POSITIVE,683.0,5435.0,10.262
369.47,153.6,0.867,1.09,3.732261,4.495,Kepler,FALSE POSITIVE,1119.0,5762.0,2.054
468.31,42.4,0.921,0.6,3.03267135,4.492,Kepler,CANDIDATE,1187.0,5640.0,1.774
379.09,70.5,1.135,0.95,5.34182466,4.287,Kepler,CANDIDATE,1125.0,5767.0,3.577
955.16,269.4,1.013,1.66,2.131945045,4.469,Kepler,CANDIDATE,1418.0,5845.0,1.8061
80.34,168.7,0.867,1.13,12.9462567,4.54,Kepler,CANDIDATE,764.0,6058.0,9.568
30.22,396.6,0.581,1.5,5.77957133,4.687,Kepler,CANDIDATE,598.0,4102.0,2.5213
324.84,150.7,1.072,1.33,6.77367892,4.425,Kepler,CANDIDATE,1083.0,6392.0,3.579
185.16,48.1,0.84,0.58,5.22402436,4.512,Kepler,CANDIDATE,941.0,5487.0,2.608
114.36,181.0,1.083,2.08,11.6601667,4.381,Kepler,CANDIDATE,834.0,5791.0,5.882
21.43,67.9,2.46,2.57,89.465468,3.773,Kepler,FALSE POSITIVE,549.0,5192.0,9.88
82.38,499.5,1.065,2.39,18.0161227,4.406,Kepler,CANDIDATE,768.0,6245.0,4.016
18.15,719.1,0.937,29.55,40.8777605,4.489,Kepler,FALSE POSITIVE,526.0,5930.0,9.745
151.72,249.1,0.816,2.6,6.80243431,4.561,Kepler,FALSE POSITIVE,895.0,5836.0,3.817
4.26,891.6,0.888,2.59,84.5733346,4.543,Kepler,CANDIDATE,366.0,5418.0,5.762
23.89,87.3,0.781,0.72,21.30181863,4.571,Kepler,CANDIDATE,564.0,5437.0,3.8763
878.32,137.6,1.417,1.93,4.14789051,4.223,Kepler,CANDIDATE,1389.0,6150.0,3.829
40.88,716.8,0.82,3.14,15.92108138,4.57,Kepler,CANDIDATE,645.0,5595.0,1.5443
78.19,542.4,1.036,28.47,19.0054098,4.423,Kepler,CANDIDATE,758.0,6347.0,1.843
1704.63,139.1,1.121,1.33,1.96433113,4.405,Kepler,FALSE POSITIVE,1638.0,6306.0,2.381
1978.53,47.4,2.079,1.43,2.81043228,3.868,Kepler,CANDIDATE,1701.0,5415.0,3.874
1867.0,114.6,0.886,1.21,0.968527683,4.538,Kepler,CANDIDATE,1677.0,5580.0,1.3672
1998.48,212.6,0.797,1.19,0.664074145,4.585,Kepler,CANDIDATE,1703.0,5178.0,1.0925
363.51,36.7,1.655,1.01,11.7489907,4.081,Kepler,FALSE POSITIVE,1114.0,6440.0,4.043
3.46,506.8,1.009,2.87,175.603366,4.461,Kepler,CANDIDATE,348.0,6225.0,9.543
4055.29,1298.6,2.992,12.94,3.849371737,3.657,Kepler,CANDIDATE,2034.0,6244.0,2.632
2335438.28,275.3,31.5,51.34,0.366197145,1.694,Kepler,FALSE POSITIVE,9983.0,4448.0,1.2335
28.75,2338.0,0.508,2.54,4.164384505,4.754,Kepler,CANDIDATE,590.0,3808.0,1.8464
45.34,242.1,0.433,0.79,2.10433534,4.837,Kepler,CANDIDATE,662.0,3605.0,1.1168
13.77,756.7,0.785,2.66,28.8431751,4.528,Kepler,CANDIDATE,491.0,5151.0,3.171
68.34,22462.0,0.439,6.51,1.378649746,4.82,Kepler,FALSE POSITIVE,734.0,3440.0,1.2232
2467.09,54.7,0.972,0.73,1.112207126,4.486,Kepler,FALSE POSITIVE,1797.0,6046.0,1.35
6.72,758.8,0.783,3.47,64.034363,4.561,Kepler,CANDIDATE,411.0,5691.0,9.174
1940.45,245.5,0.955,1.51,1.303576682,4.494,Kepler,FALSE POSITIVE,1694.0,6045.0,1.021
579.19,453.0,0.816,1.8,1.958577398,4.568,Kepler,FALSE POSITIVE,1252.0,5402.0,2.388
462.91,290.1,1.125,1.92,5.19103699,4.417,Kepler,CANDIDATE,1183.0,6321.0,4.222
372.7,143.8,1.111,1.32,4.86638504,4.333,Kepler,CANDIDATE,1121.0,5688.0,2.296
143.74,116.6,0.756,0.81,4.79176993,4.536,Kepler,FALSE POSITIVE,883.0,5138.0,4.52
16.34,481.2,0.84,1.95,25.1933989,4.491,Kepler,CANDIDATE,513.0,5009.0,4.62
6419.35,227.0,1.123,24.2,0.759762021,4.402,Kepler,FALSE POSITIVE,2280.0,6386.0,4.912
62.51,360.7,0.676,2.25,4.790912471,4.601,Kepler,CANDIDATE,717.0,4359.0,0.5134
68.05,357.3,0.742,1.75,6.49441464,4.557,Kepler,CANDIDATE,732.0,4769.0,2.344
62.42,852.8,0.539,1.57,2.576571021,4.708,Kepler,CANDIDATE,717.0,3834.0,1.5997
13.5,763.8,0.831,2.64,28.4750006,4.497,Kepler,CANDIDATE,489.0,4996.0,4.718
138.25,56.1,1.307,0.98,14.7966306,4.299,Kepler,CANDIDATE,874.0,6175.0,5.613
147.13,433.4,1.118,2.42,11.25401871,4.351,Kepler,CANDIDATE,888.0,5995.0,4.759
289.74,87.6,1.314,1.24,9.18244299,4.242,Kepler,CANDIDATE,1052.0,6194.0,4.318
155.87,72.8,1.314,1.12,14.6134781,4.242,Kepler,CANDIDATE,901.0,6194.0,5.266
3.59,1704.1,0.911,30.39,119.682075,4.531,Kepler,FALSE POSITIVE,351.0,5778.0,31.28
14.33,1120.1,0.945,3.32,42.9923284,4.45,Kepler,CANDIDATE,496.0,5593.0,4.726
321.63,487.4,1.193,2.63,6.88341278,4.359,Kepler,CANDIDATE,1080.0,6139.0,2.0674
258.12,45034.0,0.884,44.14,4.593595496,4.538,Kepler,FALSE POSITIVE,1022.0,5717.0,2.7468
5.54,2575.6,1.674,9.52,197.5111484,4.004,Kepler,CANDIDATE,391.0,5616.0,11.106
255.06,76.8,1.674,1.5,11.1726723,4.004,Kepler,CANDIDATE,1019.0,5616.0,6.106
1842.18,68.0,1.674,1.36,2.53573284,4.004,Kepler,CANDIDATE,1671.0,5616.0,3.989
230.81,102.6,1.003,1.01,6.79164656,4.351,Kepler,CANDIDATE,994.0,5772.0,3.343
110.03,92.9,1.003,1.0,11.8376933,4.351,Kepler,CANDIDATE,826.0,5772.0,3.381
33.14,771.5,0.829,2.53,18.5525162,4.566,Kepler,CANDIDATE,612.0,5569.0,4.385
12.62,757.0,0.902,11.97,47.3659328,4.482,Kepler,CANDIDATE,481.0,5708.0,7.929
43.71,12.2,0.772,0.27,13.3669309,4.567,Kepler,CANDIDATE,656.0,5417.0,3.733
6522.69,28.7,1.457,0.83,1.045492348,4.088,Kepler,FALSE POSITIVE,2291.0,6057.0,2.933
142.39,366.7,0.831,1.94,4.86634094,4.497,Kepler,CANDIDATE,881.0,4996.0,1.885
84.65,224.9,0.737,1.25,5.60402307,4.581,Kepler,CANDIDATE,774.0,4847.0,1.0273
84.94,573.3,1.071,2.88,13.0313583,4.345,Kepler,CANDIDATE,774.0,5514.0,4.521
36.5,297.3,1.41,2.41,40.9905002,4.17,Kepler,CANDIDATE,627.0,5842.0,7.336
3.76,773.6,0.729,1.95,57.2932309,4.564,Kepler,CANDIDATE,355.0,4806.0,4.878
271.68,187.5,1.101,1.52,8.00504749,4.411,Kepler,CANDIDATE,1035.0,6398.0,3.32
155.85,211.2,1.101,1.61,12.13070414,4.411,Kepler,CANDIDATE,901.0,6398.0,3.843
435.61,162.3,1.101,1.41,5.61357653,4.411,Kepler,CANDIDATE,1165.0,6398.0,2.905
33.69,174.1,1.008,1.35,29.2254372,4.461,Kepler,CANDIDATE,614.0,6049.0,5.293
2107.29,123.3,1.054,1.19,1.33255087,4.347,Kepler,FALSE POSITIVE,1728.0,5774.0,3.565
8.59,413.6,0.72,1.62,40.8792243,4.609,Kepler,FALSE POSITIVE,437.0,5383.0,7.005
28.85,795.8,0.845,2.34,18.8262877,4.481,Kepler,CANDIDATE,591.0,5215.0,2.344
41.08,261.4,0.819,1.55,13.9034057,4.523,Kepler,CANDIDATE,646.0,5261.0,3.408
149.88,136.2,0.651,1.06,3.41045981,4.66,Kepler,CANDIDATE,892.0,4983.0,2.866
282.97,163.4,0.937,1.19,4.76702759,4.43,Kepler,CANDIDATE,1046.0,5629.0,2.013
39.48,912.8,0.855,3.28,13.62801048,4.48,Kepler,CANDIDATE,639.0,5052.0,3.5374
11.94,736.1,1.036,3.41,53.3580444,4.369,Kepler,CANDIDATE,474.0,5481.0,6.812
53.44,326.0,1.008,1.86,16.83203175,4.4,Kepler,CANDIDATE,690.0,5518.0,4.031
57.85,458.1,0.961,2.01,13.37499553,4.404,Kepler,FALSE POSITIVE,703.0,5263.0,1.639
456.83,168.9,0.985,1.33,4.35370136,4.382,Kepler,FALSE POSITIVE,1179.0,5992.0,1.913
5.18,68.4,1.053,0.87,134.96694,4.416,Kepler,FALSE POSITIVE,385.0,6154.0,18.43
245.15,85.4,0.6,0.55,1.385787741,4.667,Kepler,CANDIDATE,1008.0,4239.0,1.6449
85.78,778.6,0.879,3.28,12.02295362,4.535,Kepler,CANDIDATE,776.0,5982.0,1.2667
15.19,1023.8,0.697,2.75,16.79716262,4.617,Kepler,CANDIDATE,503.0,4652.0,3.83
4.48,813.8,0.539,1.53,18.59611518,4.708,Kepler,CANDIDATE,371.0,3834.0,2.3052
18.6,245.3,0.508,0.8,5.77440326,4.754,Kepler,CANDIDATE,529.0,3808.0,1.768
1359.14,128.2,1.369,1.64,2.622134451,4.199,Kepler,FALSE POSITIVE,1548.0,5864.0,4.735
94.94,240.6,1.032,1.58,11.47685263,4.384,Kepler,CANDIDATE,796.0,5550.0,2.756
23.81,136.7,1.502,1.77,73.711039,4.193,Kepler,CANDIDATE,563.0,6374.0,10.062
22.91,526.8,0.702,16.25,14.43348326,4.627,Kepler,CANDIDATE,558.0,4915.0,2.663
27.65,582.3,1.023,20.75,40.0088894,4.403,Kepler,FALSE POSITIVE,585.0,6237.0,3.616
227.07,272.2,0.96,1.59,6.35705314,4.493,Kepler,CANDIDATE,990.0,5982.0,1.324
136.02,258.5,0.822,1.35,6.58738839,4.564,Kepler,FALSE POSITIVE,871.0,5616.0,4.758
51080.76,39.7,2.094,1.38,0.759706632,4.101,Kepler,FALSE POSITIVE,3834.0,8621.0,1.0896
475.39,177.8,1.182,1.56,4.37033233,4.282,Kepler,CANDIDATE,1191.0,5657.0,2.845
32.46,659.7,0.259,0.84,1.530515205,5.004,Kepler,CANDIDATE,608.0,3462.0,0.5945
1419.52,145.6,0.813,1.04,1.08070294,4.539,Kepler,FALSE POSITIVE,1565.0,5482.0,3.363
369.34,305.7,1.007,1.77,4.74254518,4.478,Kepler,FALSE POSITIVE,1118.0,6046.0,1.023
72.36,452.7,1.038,24.49,18.13559979,4.448,Kepler,FALSE POSITIVE,744.0,6184.0,2.019
,,,,51.20690303,,Kepler,FALSE POSITIVE,,,8.99
2708.57,55.7,1.927,1.45,3.70429015,3.958,Kepler,CANDIDATE,1839.0,6732.0,3.37
44.17,187.8,1.588,2.5,37.3331165,4.079,Kepler,CANDIDATE,657.0,5623.0,7.643
17.73,752.7,0.742,1.96,17.6997392,4.583,Kepler,CANDIDATE,523.0,4807.0,2.76
79.1,488.4,0.826,2.27,7.9709719,4.572,Kepler,CANDIDATE,760.0,5237.0,1.2893
1540.84,89.5,3.588,3.34,6.03355539,3.356,Kepler,CANDIDATE,1598.0,4924.0,10.049
1148.47,128.3,1.263,1.62,3.02558494,4.263,Kepler,CANDIDATE,1484.0,6123.0,3.0008
696.63,417.5,0.663,1.3,0.933746783,4.61,Kepler,FALSE POSITIVE,1309.0,4643.0,4.255
2630.31,568.5,1.828,45.49,6.09740316,4.227,Kepler,FALSE POSITIVE,1826.0,8828.0,4.635
4879.62,248.2,1.193,2.07,0.754457729,4.25,Kepler,CANDIDATE,2131.0,5561.0,0.5891
3906.36,66.8,2.232,1.84,2.7612237,3.897,Kepler,CANDIDATE,2017.0,6381.0,3.681
213.15,200.8,0.876,1.26,5.59727625,4.522,Kepler,FALSE POSITIVE,975.0,5796.0,1.659
166.36,398.9,3.101,39.8,62.6825769,3.648,Kepler,CANDIDATE,916.0,7058.0,2.327
6.44,1282.6,0.783,2.74,50.5715805,4.59,Kepler,FALSE POSITIVE,406.0,5262.0,3.726
110.79,468.0,1.244,28.42,16.2707207,4.315,Kepler,CANDIDATE,827.0,6117.0,5.707
1333.35,315.5,1.05,1.87,2.032319072,4.443,Kepler,CANDIDATE,1542.0,6156.0,1.6762
939.61,123520.0,1.51,82.46,4.100870416,4.118,Kepler,FALSE POSITIVE,1413.0,5923.0,8.15361
279.53,277.1,0.909,1.63,4.35407371,4.421,Kepler,CANDIDATE,1043.0,5455.0,2.427
22.24,311.0,0.642,1.51,11.32269749,4.624,Kepler,CANDIDATE,554.0,4563.0,3.517
49.26,786.7,0.831,2.47,13.71218522,4.562,Kepler,CANDIDATE,676.0,5550.0,2.437
342.49,70.7,1.963,1.75,12.14684625,3.927,Kepler,CANDIDATE,1097.0,5877.0,6.197
271.25,75.7,1.169,1.04,7.46718958,4.399,Kepler,CANDIDATE,1035.0,6161.0,3.633
527.11,79.1,1.263,1.39,5.42204257,4.263,Kepler,CANDIDATE,1222.0,6123.0,2.952
5.23,462.8,0.788,2.96,48.8882668,4.529,Kepler,CANDIDATE,386.0,4821.0,6.468
20.36,382.3,1.107,2.43,51.1319346,4.353,Kepler,CANDIDATE,542.0,6071.0,6.019
3.3,510.0,0.848,2.01,133.516435,4.553,Kepler,FALSE POSITIVE,344.0,5989.0,2.196
7.33,388.8,0.759,1.46,39.8312536,4.58,Kepler,CANDIDATE,420.0,5026.0,2.442
4.62,1826.9,0.369,1.57,9.549277089,4.899,Kepler,CANDIDATE,374.0,3547.0,1.5832
304.22,104.2,2.517,2.74,24.1073172,3.813,Kepler,CANDIDATE,1065.0,6585.0,10.465
4.07,2292.1,0.516,2.64,17.60461401,4.737,Kepler,CANDIDATE,362.0,3744.0,3.716
728.99,465.6,0.764,1.62,1.228721184,4.542,Kepler,FALSE POSITIVE,1324.0,4897.0,1.041
7.12,900.7,0.813,2.41,51.5738653,4.581,Kepler,CANDIDATE,417.0,5380.0,2.784
343.6,240.0,0.959,1.49,4.69505576,4.494,Kepler,CANDIDATE,1098.0,5999.0,3.058
1504.24,796.9,0.656,1.8,0.569115976,4.61,Kepler,FALSE POSITIVE,1589.0,4788.0,2.028
141.3,3714.7,0.92,5.53,7.258450123,4.513,Kepler,CANDIDATE,880.0,5638.0,5.7297
225.07,112.7,0.885,0.99,6.0959841,4.43,Kepler,FALSE POSITIVE,988.0,5826.0,10.39
51.7,140.3,1.081,1.33,22.9221181,4.357,Kepler,CANDIDATE,684.0,5897.0,8.2
425.93,124.1,2.886,3.21,16.10474503,3.683,Kepler,CANDIDATE,1159.0,5822.0,5.712
154.52,205.2,0.982,1.4,7.42697378,4.434,Kepler,CANDIDATE,899.0,5573.0,3.206
1538.25,68.1,0.832,0.72,0.874629873,4.491,Kepler,FALSE POSITIVE,1597.0,5099.0,1.782
353.34,172.0,0.93,1.25,5.46091846,4.465,Kepler,FALSE POSITIVE,1106.0,6319.0,1.781
112.21,204.5,0.633,0.88,3.17323012,4.632,Kepler,CANDIDATE,830.0,4500.0,1.9094
16.64,219.7,0.633,0.91,13.2970695,4.632,Kepler,CANDIDATE,515.0,4500.0,3.283
398.33,346.5,1.198,2.21,5.398752862,4.279,Kepler,CANDIDATE,1140.0,5790.0,3.4303
420.53,97.8,1.065,1.07,5.26648126,4.394,Kepler,FALSE POSITIVE,1155.0,6204.0,1.964
234.19,420.6,0.795,1.57,2.67596808,4.53,Kepler,FALSE POSITIVE,998.0,4732.0,2.021
973.85,72.6,3.324,3.36,7.41683033,3.45,Kepler,CANDIDATE,1425.0,4938.0,7.274
122.92,357.4,0.356,0.67,0.727331746,4.92,Kepler,CANDIDATE,849.0,3460.0,0.8323
772.73,290.5,0.816,1.37,1.302017467,4.508,Kepler,CANDIDATE,1344.0,4948.0,1.3692
70.63,325.8,0.764,1.43,8.63050092,4.599,Kepler,CANDIDATE,739.0,5352.0,3.144
80.08,189.9,0.911,1.36,12.49117388,4.461,Kepler,FALSE POSITIVE,763.0,5753.0,2.848
482.56,323.0,0.963,1.71,3.27645723,4.504,Kepler,CANDIDATE,1195.0,5812.0,2.219
41.04,575.0,0.806,2.27,16.0573291,4.575,Kepler,CANDIDATE,645.0,5644.0,3.546
179.79,359.5,1.023,1.97,8.44326557,4.468,Kepler,FALSE POSITIVE,934.0,6081.0,3.353
122.02,302.5,0.788,1.32,4.60300256,4.529,Kepler,CANDIDATE,848.0,4821.0,2.6848
93.34,488.3,1.095,2.46,16.9329284,4.417,Kepler,FALSE POSITIVE,793.0,6310.0,1.218
37.81,420.7,0.69,1.47,12.00089667,4.598,Kepler,CANDIDATE,632.0,5195.0,3.266
47688.8,165.9,5.847,91.91,1.169010526,3.25,Kepler,FALSE POSITIVE,3766.0,5944.0,1.1717
571.25,105.1,0.872,0.89,1.916940872,4.468,Kepler,CANDIDATE,1246.0,5083.0,1.4243
286.32,137.9,0.939,1.15,5.05661302,4.506,Kepler,CANDIDATE,1049.0,5926.0,3.926
41.3,323.1,0.967,1.74,24.3344939,4.487,Kepler,CANDIDATE,647.0,6091.0,6.557
1.54,915.9,0.803,2.34,131.187921,4.518,Kepler,CANDIDATE,284.0,4898.0,6.905
1187.26,74.8,1.15,1.08,2.17489806,4.323,Kepler,FALSE POSITIVE,1496.0,5749.0,4.599
20.35,217.1,0.899,1.66,25.8859397,4.446,Kepler,CANDIDATE,542.0,5190.0,4.548
25.54,652.7,0.941,2.38,28.6253502,4.508,Kepler,CANDIDATE,573.0,5774.0,4.551
865.81,38.0,2.163,1.42,6.98141327,3.923,Kepler,CANDIDATE,1384.0,6054.0,6.527
2729.71,100.7,1.076,1.13,1.319677953,4.426,Kepler,FALSE POSITIVE,1843.0,6306.0,1.978
188.93,215.1,1.005,1.48,8.94337724,4.375,Kepler,CANDIDATE,946.0,6074.0,2.469
168151.39,272.4,11.895,19.1,0.827151296,2.28,Kepler,CANDIDATE,5171.0,4452.0,1.385
8.14,2794.7,0.537,2.83,12.282998287,4.708,Kepler,CANDIDATE,431.0,3879.0,2.7096
6891.11,171.9,0.847,1.11,0.328686504,4.535,Kepler,FALSE POSITIVE,2324.0,5430.0,0.8592
18.73,2313.2,0.576,2.73,6.383159135,4.681,Kepler,CANDIDATE,530.0,3757.0,1.7504
462.81,53.6,1.238,0.92,5.57654782,4.341,Kepler,CANDIDATE,1183.0,6187.0,3.673
6.09,945.9,1.149,3.52,115.6863392,4.327,Kepler,CANDIDATE,401.0,5800.0,4.65
264.63,281.0,0.82,1.37,3.81371423,4.571,Kepler,CANDIDATE,1029.0,5547.0,1.973
0.81,913.3,0.398,1.58,38.0970717,4.867,Kepler,CANDIDATE,242.0,3554.0,4.307
77.43,700.4,0.834,2.21,11.6191707,4.56,Kepler,CANDIDATE,756.0,5870.0,1.819
868.86,5423.5,1.03,9.16,2.637574744,4.466,Kepler,FALSE POSITIVE,1385.0,6108.0,5.4573
3.92,605.8,0.598,1.51,38.2292037,4.656,Kepler,CANDIDATE,359.0,4544.0,3.893
22.73,259.5,0.796,1.54,16.3012727,4.558,Kepler,CANDIDATE,557.0,4873.0,3.974
136.61,116.6,1.218,1.32,13.32354078,4.341,Kepler,CANDIDATE,872.0,6113.0,3.873
993.79,351.5,1.096,2.07,2.607545159,4.435,Kepler,CANDIDATE,1431.0,6147.0,1.3916
283.66,371.9,0.87,1.84,3.24417541,4.469,Kepler,CANDIDATE,1047.0,5094.0,1.992
1.69,431.6,0.797,42.05,176.845697,4.541,Kepler,CANDIDATE,291.0,5592.0,3.812
153.07,197.7,0.883,1.27,6.85567248,4.538,Kepler,FALSE POSITIVE,897.0,5734.0,2.268
186.39,261.8,0.654,1.01,2.28607282,4.65,Kepler,FALSE POSITIVE,942.0,4583.0,7.82
185.15,55.0,1.198,0.91,9.60505976,4.279,Kepler,CANDIDATE,941.0,5790.0,3.0063
224.45,185.3,0.725,0.99,3.54789928,4.619,Kepler,FALSE POSITIVE,987.0,5399.0,2.861
51.44,441.2,0.91,1.98,18.0243482,4.52,Kepler,CANDIDATE,683.0,5955.0,3.575
19.62,479.1,0.716,1.53,16.4793229,4.618,Kepler,CANDIDATE,537.0,4908.0,3.312
828.52,107.4,1.271,1.32,3.65690909,4.294,Kepler,CANDIDATE,1368.0,6078.0,2.064
2.79,885.4,0.819,2.4,88.0712769,4.506,Kepler,CANDIDATE,330.0,4939.0,6.758
645.64,108.5,2.605,3.24,8.38395796,3.741,Kepler,CANDIDATE,1285.0,5405.0,5.2
2432.14,83.2,1.374,1.27,1.68189051,4.191,Kepler,CANDIDATE,1790.0,5827.0,2.992
119.26,298.1,0.876,1.82,8.59000355,4.538,Kepler,FALSE POSITIVE,843.0,5817.0,6.68
15.74,170.2,0.983,1.59,44.9977604,4.493,Kepler,CANDIDATE,508.0,5871.0,9.686
839.5,45.9,1.994,1.36,7.12815163,3.998,Kepler,CANDIDATE,1373.0,6311.0,5.522
852.78,169.1,0.918,1.65,2.10081629,4.5,Kepler,CANDIDATE,1378.0,5815.0,2.8182
23715.46,137.3,2.082,25.5,0.872952088,3.972,Kepler,FALSE POSITIVE,3165.0,7102.0,1.4499
1054.63,222.8,2.476,3.76,7.01074295,3.745,Kepler,CANDIDATE,1453.0,5814.0,2.1787
101.22,203.1,1.299,2.13,17.2922631,4.261,Kepler,CANDIDATE,809.0,5936.0,7.042
4.39,505.4,0.904,2.11,94.289223,4.537,Kepler,CANDIDATE,369.0,5632.0,4.102
108.07,403.6,1.131,2.66,14.02634692,4.355,Kepler,CANDIDATE,822.0,5970.0,1.2808
71.19,257.9,0.94,2.12,12.425866431,4.404,Kepler,FALSE POSITIVE,741.0,5428.0,29.1428
84.0,138.6,1.782,2.11,25.5433704,3.945,Kepler,CANDIDATE,772.0,5422.0,8.567
730.99,253.3,10.472,15.96,33.8542586,2.605,Kepler,FALSE POSITIVE,1326.0,4553.0,12.689
13.27,436.3,0.9,2.44,45.0909201,4.528,Kepler,CANDIDATE,487.0,5790.0,4.605
46.3,221.5,0.818,1.44,15.0539886,4.479,Kepler,CANDIDATE,665.0,5475.0,4.422
361.27,85.9,0.848,0.92,3.67936863,4.474,Kepler,CANDIDATE,1112.0,5676.0,3.47
141.12,78.0,0.848,0.77,7.4464635,4.474,Kepler,CANDIDATE,879.0,5676.0,4.084
1.65,1033.0,0.874,2.73,159.388788,4.464,Kepler,CANDIDATE,289.0,5135.0,8.432
41.85,2754.6,0.328,1.73,1.565412613,4.923,Kepler,CANDIDATE,648.0,3464.0,0.7572
